,features,lables
1678,"Mana 50,000 tonnes soybeans USG / China 10-15/12 $ 23.50 10,000 / 4,000 GeePee .",O O O O O O B-LOC O O O O O O O O
1679,-- New York Commodities Desk +1 212 859 1640,O B-ORG I-ORG I-ORG I-ORG O O O O
1680,"-DOCSTART- Iowa-S Minn fed cattle market quiet , no sales-USDA .",O B-LOC B-LOC O O O O O O B-MISC O
1681,DES MOINES 1996-12-06,B-LOC I-LOC O
1682,"Slaughter steers and heifers not tested , compared with Thursday 's close , USDA said .",O O O O O O O O O O O O O B-ORG O O
1683,Trade slow .,O O O
1684,Demand and seller interest light .,O O O O O O
1685,Offerings light .,O O O
1686,Steers - Select and Choice 2-4 no sales .,O O O O O O O O O
1687,Heifers - Select and Choice 2-4 no sales .,O O O O O O O O O
1688,Carcass Basis ( weight only ) Compared Thursdays Close - Slaughter steers and heifers not tested .,O O O O O O O O O O O O O O O O O
1689,Steers - Select and Choice 2-4 no sales .,O O O O O O O O O
1690,Holstein - ( weight only ) Select to mostly Choice 2-3 1250-1400 lbs no sales .,O O O O O O O O O O O O O O O O
1691,Holsteins - ( grade and weight ) Choice 2-3 1250-1450 lbs no sales Select 2-3 1250-1450 lbs no sales .,O O O O O O O O O O O O O O O O O O O O
1692,Heifers - Select and Choice 2-4 no sales .,O O O O O O O O O
1693,Confirmed - None Week Ago - 800 Year Ago - 900,O O O O O O O O O O O
1694,Wk to Date - None Week Ago - 800 Year Ago - 900,O O O O O O O O O O O O O
1695,( ( Chicago newsdesk 312-408-8720 ) ),O O B-LOC O O O O
1696,"-DOCSTART- Man stole pigs , tipped strippers , gets 10 years .",O O O O O O O O O O O O
1697,"APPLETON , Wis .",B-LOC O B-LOC O
1698,1996-12-06,O
1699,"A farmhand used the proceeds from stolen pigs to lavish tips on dancers at strip clubs and offered one $ 3,000 to pay for breast implant surgery , authorities said Friday .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1700,"In sentencing Darrel Voeks , 38 , to a 10-year prison term on Thursday , Outagmie County Circuit Court Judge Dennis Luebke said he was "" a thief by habit . """,O O B-PER I-PER O O O O O O O O O O O B-LOC I-LOC O O O B-PER I-PER O O O O O O O O O O
1701,""" You are self-indulgent .",O O O O O
1702,"You are narcissitic , "" Luebke said at the sentencing , adding Voeks should pay restitution of more than $ 100,000 to the farming family who had hired him .",O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O
1703,"Voeks , who was already on probation for prior pig thefts , pleaded that he was trying to pay bills for his ex-wife and children .",B-PER O O O O O O O O O O O O O O O O O O O O O O O O O
1704,But the court heard that receipts showed much of the money went to dancers at strip clubs where he was known as a big tipper .,O O O O O O O O O O O O O O O O O O O O O O O O O O
1705,"One stripper said Voeks offered to give her $ 3,000 for breast implant surgery .",O O O B-PER O O O O O O O O O O O
1706,-DOCSTART- Canadian grain statistics weekly .,O B-MISC O O O O
1707,"CHICAGO , Dec 6 ( Reuter ) Statistics for the week ending December 1 in 000 's tonnes .",B-LOC O O O O B-ORG O O O O O O O O O O O O O
1708,- Canadian Grain Commission,O B-ORG I-ORG I-ORG
1709,Visible Supplies Farmers Deliveries,O O O O
1710,Curr Wk Yr Ago Curr Wk Yr to Date Yr Ago,O O O O O O O O O O O
1711,Wheat 4320.2 3909.3 288.5 6278.9 5580.0,O O O O O O
1712,Durum 1168.9 1225.0 44.3 965.3 1069.6,O O O O O O
1713,Oats 286.5 284.6 31.9 937.3 581.2,O O O O O O
1714,Barley 1074.0 1104.8 178.0 2531.4 1897.1,O O O O O O
1715,Rye 44.6 86.3 2.3 108.2 119.2,O O O O O O
1716,Flax 165.2 181.9 14.9 231.4 332.9,O O O O O O
1717,Canola 646.6 769.4 60.5 1902.0 2147.6,O O O O O O
1718,Corn 79.6 163.5 9.4 95.7 252.0,O O O O O O
1719,Total 7785.8 7724.8 629.8 13050.2 11979.6,O O O O O O
1720,Exports Domestic Disappearance,O O O
1721,Curr Wk YTD Yr Ago Curr Wk YTD Yr Ago,O O O O O O O O O O
1722,Wheat 387.4 4677.8 4553.6 55.2 1039.7 846.1,O O O O O O O
1723,Durum 129.0 1515.9 1220.6 4.6 75.8 73.3,O O O O O O O
1724,Oats 40.0 561.0 391.9 4.8 149.6 115.0,O O O O O O O
1725,Barley 110.8 1203.4 506.0 48.2 941.0 786.6,O O O O O O O
1726,Rye 4.1 60.7 57.9 3.0 10.7 18.9,O O O O O O O
1727,Flax 7.2 154.1 235.7 1.1 22.2 15.7,O O O O O O O
1728,Canola 47.1 988.1 1135.5 46.7 894.9 822.0,O O O O O O O
1729,Corn 4.4 15.1 87.0 0.6 22.1 11.1,O O O O O O O
1730,Total 730.0 9176.1 8188.2 164.2 3156.0 2686.7,O O O O O O O
1731,"In addition , Statistics Canada indicated the following exports to the U.S. between August and September 1996 , in tonnes :",O O O B-ORG I-ORG O O O O O O B-LOC O O O O O O O O O
1732,Oats Rye Flaxseed Canola Corn,O O O O O
1733,"Exports 29,200 17,200 7,700 100 59,400",O O O O O O
1734,"Year Ago 47,000 24,300 8,700 8,200 12,200",O O O O O O O
1735,( Chicago newsdesk 312 408 8720 ),O B-LOC O O O O O
1736,-DOCSTART- NYMEX natgas ends sharply lower on weather outlook .,O B-ORG O O O O O O O O
1737,NEW YORK 1996-12-06,B-LOC I-LOC O
1738,"NYMEX Henry Hub natgas futures settled significantly lower Friday , pressured early by profit taking and driven even lower late by the National Weather Service 's bearish six to 10 day forecast , sources said .",B-ORG B-LOC I-LOC O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O O O O O O O O O O O
1739,January ended 29.7 cents lower at $ 3.487 per million British thermal units after dipping to a low of $ 3.46 .,O O O O O O O O O O B-MISC O O O O O O O O O O O
1740,Feb settled down 22 cents at $ 3.186 .,O O O O O O O O O
1741,Most others also were down .,O O O O O O
1742,""" Weather forecasts have been sketchy .",O O O O O O O
1743,"Now the National Weather Service is calling for above-normal temperatures in more than half of the U.S. , "" one futures trader said .",O O B-ORG I-ORG I-ORG O O O O O O O O O O O B-LOC O O O O O O O
1744,"In its forecast , the NWS said it expects above-normal temperatures "" over the lower 48 states "" from December 12 through December 16 .",O O O O O B-ORG O O O O O O O O O O O O O O O O O O O
1745,"With more room to the downside anticipated early next week , traders said support in January was at $ 3.47 , then $ 3.35 .",O O O O O O O O O O O O O O O O O O O O O O O O O
1746,"The next backstops were seen at $ 3.11 and $ 3.04 , the low set on November 21 .",O O O O O O O O O O O O O O O O O O O
1747,Resistance was pegged at the new contract high of $ 3.80 .,O O O O O O O O O O O O
1748,"In the cash market , Gulf Coast prices were around $ 3.60 shortly before nomination deadlines .",O O O O O B-LOC I-LOC O O O O O O O O O O
1749,"Midcontinent prices were similarly lower in the $ 3.40s. New York city gate gas slipped into the $ 4.40s , down almost 15 cents .",O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O
1750,"NYMEX said an estimated 35,662 Hub contracts traded , down from Thursday 's revised tally of 43,955 .",B-ORG O O O O O O O O O O O O O O O O O
1751,"NYMEX Alberta natgas remained untraded , with January settling at $ 1.65 , off 10 cents from Thursday .",B-ORG B-LOC O O O O O O O O O O O O O O O O O
1752,"Physical prices for the weekend at the AECO storage hub were also down about 10 cents in the C$ 1.92-1.97 per gigajoule , or $ 1.52-1.56 per mmBtu range , pressured by unseasonably mild weather in western Canada .",O O O O O O O B-ORG O O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O O O B-LOC O
1753,"NYMEX Permian natgas , also untraded , ended 10 cents lower at $ 2.90 .",B-ORG B-MISC O O O O O O O O O O O O O
1754,"In congruence with futures , Permian cash prices for the weekend fell more than 10 cents to the high - $ 3.40s.",O O O O O B-MISC O O O O O O O O O O O O O O O O
1755,"On the KCBT , January finished 26.5 cents lower at $ 3.35 after dipping to a low of $ 3.33 earlier in the session .",O O B-ORG O O O O O O O O O O O O O O O O O O O O O O
1756,"February was down 22 cents at the close , while other deferreds were 4.5 to nine cents lower .",O O O O O O O O O O O O O O O O O O O
1757,The East / West spread narrowed by 3.2 cents to 13.7 cents ( NYMEX premium ) .,O O O O O O O O O O O O O B-ORG O O O
1758,Physical prices at Waha for the weekend lost more than 15 cents to the low-to-mid $ 3.50s as milder weather moved into the Southwest .,O O O B-LOC O O O O O O O O O O O O O O O O O O O O O
1759,"-- H McCulloch , New York Power Desk +212-859-1628",O B-PER I-PER O B-ORG I-ORG I-ORG I-ORG O
1760,-DOCSTART- U.S. barges lightly quoted on call session .,O B-LOC O O O O O O O
1761,ST. LOUIS 1996-12-06,B-LOC I-LOC O
1762,U.S. barge rates were lightly quoted Friday on the St. Louis Merchants Exchange call session .,B-LOC O O O O O O O O B-LOC I-LOC O O O O O
1763,No barges traded versus no trades Thursday .,O O O O O O O O
1764,"- Two barges next week Illinois bid at a steady 130 percent of tariff , offered at 135 percent .",O O O O O B-LOC O O O O O O O O O O O O O O
1765,"- One barge , week of December 15 , lower Ohio bid 2-1/2 points higher at 105 percent , no offer .",O O O O O O O O O O B-LOC O O O O O O O O O O O
1766,"Two barges , week of January 5 , Illinois , offered five points lower at 195 percent , bid at 150 percent .",O O O O O O O O B-LOC O O O O O O O O O O O O O O
1767,"- Five barges , 30-day open , mid-Mississippi ( McGregor and south ) bid at 160 percent , offered at 170 percent , no comparisons .",O O O O O O O B-MISC O B-PER O O O O O O O O O O O O O O O O
1768,"- 36 barges , two each week May-August , Illinois , offered at 130 percent of tariff , no bid or comparison .",O O O O O O O O O B-LOC O O O O O O O O O O O O O
1769,"- 36 barges , two each week May-August , mid-Mississippi offered at a steady 135 percent , bid at 120 percent ( basis one each week ) .",O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O O O
1770,-- Chicago newsdesk 312-408 8720,O B-LOC O O O
1771,-DOCSTART- CBOT grain / oilseed receipts and shipments .,O B-ORG O O O O O O O
1772,CHICAGO 1996-12-06,B-LOC O
1773,"Grain and soybean receipts and shipments , in bushels , at delivery locations for the previous trading day , according to the Chicago Board of Trade -",O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O
1774,Receipts Shipments,O O
1775,Wheat,O
1776,Chicago 0 0,B-LOC O O
1777,"St. Louis 21,346 0",B-LOC I-LOC O O
1778,"Toledo 61,514 0",B-LOC O O
1779,Corn,O
1780,"Chicago 78,056 0",B-LOC O O
1781,"St. Louis 217,092 75,810",B-LOC I-LOC O O
1782,"Toledo 285,505 561,287",B-LOC O O
1783,Oats,O
1784,Chicago 0 0,B-LOC O O
1785,"Minneapolis 306,364 153,231",B-LOC O O
1786,Soybeans,O
1787,"Chicago 8,674 484,018",B-LOC O O
1788,"St. Louis 253,821 223,172",B-LOC I-LOC O O
1789,"Toledo 64,334 160,476",B-LOC O O
1790,( ( Chicago Newsdesk 312-408-8720 ) ),O O B-ORG I-ORG O O O
1791,-DOCSTART- Clinton to have more news conferences in 2nd term .,O B-PER O O O O O O O O O
1792,WASHINGTON 1996-12-06,B-LOC O
1793,"President Clinton aims to hold more news conferences in his second term and will have one Dec. 13 , the White House said Friday .",O B-PER O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O O
1794,"The president had only two formal , full-blown news conferences last year , one in January and one after he won re-election in November , although he had various other limited sessions with the press .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1795,"White House spokesman Mike McCurry said Clinton "" plans to have regular news conferences "" during his second term .",B-LOC I-LOC O B-PER I-PER O B-PER O O O O O O O O O O O O O
1796,"But when asked how frequent these would be , he was evasive , saying , "" periodic , occasional . """,O O O O O O O O O O O O O O O O O O O O O
1797,""" He enjoys the give and take "" with reporters , the spokesman added .",O O O O O O O O O O O O O O O
1798,-DOCSTART- Action Performance to acquire firms .,O O O O O O O
1799,"TEMPE , Ariz .",B-LOC O B-LOC O
1800,1996-12-06,O
1801,Action Performance Cos Inc said Friday it has agreed to acquire Motorsport Traditions Ltd and Creative Marketing & Promotions Inc for about $ 13 million in cash and stock .,B-ORG I-ORG I-ORG I-ORG O O O O O O O B-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O
1802,"The two firms to be acquired have about $ 25 million in annual revenues from the design , manufacture and sale and distribution of licensed motorsports products .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1803,The deal is expected to close by the end of the year subject to due diligence and other customary closing conditions .,O O O O O O O O O O O O O O O O O O O O O O
1804,"-DOCSTART- Half of dog bites provoked , says American vet .",O O O O O O O O B-MISC O O
1805,CHICAGO 1996-12-06,B-LOC O
1806,"As many as 1 million dog bites are recorded in the United States every year and half of them are provoked by humans , a veterinarian told fellow animal doctors on Friday .",O O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O
1807,"The Humane Society of the United States estimates that between 500,000 and one million bites are delivered by dogs each year , more than half of which are suffered by children .",O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O
1808,""" Most bites can be prevented by teaching children how to respect a dog , "" Michael Cornwell of the Glencoe Animal Hospital in Columbus , Ohio , told the annual meeting of the American Veterinary Medical Association .",O O O O O O O O O O O O O O O O B-PER I-PER O O B-ORG I-ORG I-ORG O B-LOC O B-LOC O O O O O O O B-ORG I-ORG I-ORG I-ORG O
1809,""" Let 's not let our kids jump on them or crawl on them .",O O O O O O O O O O O O O O O
1810,Dogs and children do n't have to have an interaction .,O O O O O O O O O O O
1811,"Let 's respect their territories , "" he said .",O O O O O O O O O O
1812,Cornwell said 50 percent of reported bites were provoked by a person and 60 percent were suffered by children .,B-PER O O O O O O O O O O O O O O O O O O O
